Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Image Src
pepe-the-frog-variation-,Pepe the Frog Variation ,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Variation_/Pepe_the_Frog_Variation_.webp
pepe-the-frog-variation-2-,Pepe the Frog Variation 2 ,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Variation_2_/Pepe_the_Frog_Variation_2_.webp
pepe-the-frog-variation-3-,Pepe the Frog Variation 3 ,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_Variation_3_/Pepe_the_Frog_Variation_3_.webp
pepe-the-frog-variations-,Pepe the Frog variations ,,CBB,Sticker,"meme",FALSE,PEPE-THE-FROG-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepe_the_Frog_variations_/Pepe_the_Frog_variations_.webp
pepperidge-farm-remembers,Pepperidge Farm Remembers,,CBB,Sticker,"meme",FALSE,PEPPERIDGE-FARM-REMEMBERS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pepperidge_Farm_Remembers/Pepperidge_Farm_Remembers.webp
philosophical-is-this-a-pigeon-,Philosophical Is This a Pigeon ,,CBB,Sticker,"meme",FALSE,PHILOSOPHICAL-IS-THIS-A-PIGEON-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosophical_Is_This_a_Pigeon_/Philosophical_Is_This_a_Pigeon_.webp
philosophy-memes,Philosophy Memes,,CBB,Sticker,"meme",FALSE,PHILOSOPHY-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosophy_Memes/Philosophy_Memes.webp
philosoraptor,Philosoraptor,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor/Philosoraptor.webp
philosoraptor-inquisitive-version-meme,Philosoraptor Inquisitive Version Meme,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-INQUISITIVE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Inquisitive_Version_Meme/Philosoraptor_Inquisitive_Version_Meme.webp
philosoraptor-meme,Philosoraptor Meme,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Meme/Philosoraptor_Meme.webp
philosoraptor-questioning-version-meme,Philosoraptor Questioning Version Meme,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-QUESTIONING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Questioning_Version_Meme/Philosoraptor_Questioning_Version_Meme.webp
philosoraptor-thinking-version-meme,Philosoraptor Thinking Version Meme,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-THINKING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Thinking_Version_Meme/Philosoraptor_Thinking_Version_Meme.webp
philosoraptor-variation-,Philosoraptor Variation ,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Variation_/Philosoraptor_Variation_.webp
philosoraptor-variation-2-,Philosoraptor Variation 2 ,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Variation_2_/Philosoraptor_Variation_2_.webp
philosoraptor-variation-3-,Philosoraptor Variation 3 ,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_Variation_3_/Philosoraptor_Variation_3_.webp
philosoraptor-new-format-,Philosoraptor new format ,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_new_format_/Philosoraptor_new_format_.webp
philosoraptor-with-captions-,Philosoraptor with captions ,,CBB,Sticker,"meme",FALSE,PHILOSORAPTOR-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Philosoraptor_with_captions_/Philosoraptor_with_captions_.webp
picard-wtf,Picard Wtf,,CBB,Sticker,"meme",FALSE,PICARD-WTF,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Picard_Wtf/Picard_Wtf.webp
pissed-off-obama,Pissed Off Obama,,CBB,Sticker,"meme",FALSE,PISSED-OFF-OBAMA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pissed_Off_Obama/Pissed_Off_Obama.webp
political-memes,Political Memes,,CBB,Sticker,"meme",FALSE,POLITICAL-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Political_Memes/Political_Memes.webp
politics-memes,Politics Memes,,CBB,Sticker,"meme",FALSE,POLITICS-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Politics_Memes/Politics_Memes.webp
pooh-thinking,Pooh Thinking,,CBB,Sticker,"meme",FALSE,POOH-THINKING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Pooh_Thinking/Pooh_Thinking.webp
popular-memes,Popular Memes,,CBB,Sticker,"meme",FALSE,POPULAR-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Popular_Memes/Popular_Memes.webp
powerful-buff-doge-vs-frail-cheems,Powerful Buff Doge vs. Frail Cheems,,CBB,Sticker,"meme",FALSE,POWERFUL-BUFF-DOGE-VS-FRAIL-CHEEMS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Powerful_Buff_Doge_vs._Frail_Cheems/Powerful_Buff_Doge_vs._Frail_Cheems.webp
professional-business-cat,Professional Business Cat,,CBB,Sticker,"meme",FALSE,PROFESSIONAL-BUSINESS-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Professional_Business_Cat/Professional_Business_Cat.webp
professor-oak,Professor Oak,,CBB,Sticker,"meme",FALSE,PROFESSOR-OAK,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Professor_Oak/Professor_Oak.webp
psychology-memes,Psychology Memes,,CBB,Sticker,"meme",FALSE,PSYCHOLOGY-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Psychology_Memes/Psychology_Memes.webp
rage-comics,Rage Comics,,CBB,Sticker,"meme",FALSE,RAGE-COMICS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Rage_Comics/Rage_Comics.webp
rainbow-nyan-cat,Rainbow Nyan Cat,,CBB,Sticker,"meme",FALSE,RAINBOW-NYAN-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Rainbow_Nyan_Cat/Rainbow_Nyan_Cat.webp
rare-pepe,Rare Pepe,,CBB,Sticker,"meme",FALSE,RARE-PEPE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Rare_Pepe/Rare_Pepe.webp
really-high-guy,Really High Guy,,CBB,Sticker,"meme",FALSE,REALLY-HIGH-GUY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Really_High_Guy/Really_High_Guy.webp
religion-memes,Religion Memes,,CBB,Sticker,"meme",FALSE,RELIGION-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Religion_Memes/Religion_Memes.webp
resigned-this-is-fine,Resigned This Is Fine,,CBB,Sticker,"meme",FALSE,RESIGNED-THIS-IS-FINE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Resigned_This_Is_Fine/Resigned_This_Is_Fine.webp
roll-safe,Roll Safe,,CBB,Sticker,"meme",FALSE,ROLL-SAFE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe/Roll_Safe.webp
roll-safe-confident-version-meme,Roll Safe Confident Version Meme,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-CONFIDENT-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Confident_Version_Meme/Roll_Safe_Confident_Version_Meme.webp
roll-safe-meme,Roll Safe Meme,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Meme/Roll_Safe_Meme.webp
roll-safe-smug-version-meme,Roll Safe Smug Version Meme,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-SMUG-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Smug_Version_Meme/Roll_Safe_Smug_Version_Meme.webp
roll-safe-think-about-it,Roll Safe Think About It,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINK-ABOUT-IT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Think_About_It/Roll_Safe_Think_About_It.webp
roll-safe-think-about-it-variation-,Roll Safe Think About It Variation ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINK-ABOUT-IT-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Think_About_It_Variation_/Roll_Safe_Think_About_It_Variation_.webp
roll-safe-think-about-it-variation-2-,Roll Safe Think About It Variation 2 ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINK-ABOUT-IT-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Think_About_It_Variation_2_/Roll_Safe_Think_About_It_Variation_2_.webp
roll-safe-think-about-it-variation-3-,Roll Safe Think About It Variation 3 ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINK-ABOUT-IT-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Think_About_It_Variation_3_/Roll_Safe_Think_About_It_Variation_3_.webp
roll-safe-think-about-it-new-format-,Roll Safe Think About It new format ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINK-ABOUT-IT-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Think_About_It_new_format_/Roll_Safe_Think_About_It_new_format_.webp
roll-safe-thinking-version-meme,Roll Safe Thinking Version Meme,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-THINKING-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Thinking_Version_Meme/Roll_Safe_Thinking_Version_Meme.webp
roll-safe-variation-,Roll Safe Variation ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Variation_/Roll_Safe_Variation_.webp
roll-safe-variation-2-,Roll Safe Variation 2 ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Variation_2_/Roll_Safe_Variation_2_.webp
roll-safe-variation-3-,Roll Safe Variation 3 ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_Variation_3_/Roll_Safe_Variation_3_.webp
roll-safe-variations-,Roll Safe variations ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-VARIATIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_variations_/Roll_Safe_variations_.webp
roll-safe-with-captions-,Roll Safe with captions ,,CBB,Sticker,"meme",FALSE,ROLL-SAFE-WITH-CAPTIONS-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Roll_Safe_with_captions_/Roll_Safe_with_captions_.webp
running-away-balloon,Running Away Balloon,,CBB,Sticker,"meme",FALSE,RUNNING-AWAY-BALLOON,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Running_Away_Balloon/Running_Away_Balloon.webp
running-shaq,Running Shaq,,CBB,Sticker,"meme",FALSE,RUNNING-SHAQ,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Running_Shaq/Running_Shaq.webp
sad-frog,Sad Frog,,CBB,Sticker,"meme",FALSE,SAD-FROG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Frog/Sad_Frog.webp
sad-frog-feels-bad-man,Sad Frog Feels Bad Man,,CBB,Sticker,"meme",FALSE,SAD-FROG-FEELS-BAD-MAN,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Frog_Feels_Bad_Man/Sad_Frog_Feels_Bad_Man.webp
sad-hide-the-pain-harold,Sad Hide the Pain Harold,,CBB,Sticker,"meme",FALSE,SAD-HIDE-THE-PAIN-HAROLD,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Hide_the_Pain_Harold/Sad_Hide_the_Pain_Harold.webp
sad-keanu,Sad Keanu,,CBB,Sticker,"meme",FALSE,SAD-KEANU,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Keanu/Sad_Keanu.webp
sad-pablo-escobar,Sad Pablo Escobar,,CBB,Sticker,"meme",FALSE,SAD-PABLO-ESCOBAR,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Pablo_Escobar/Sad_Pablo_Escobar.webp
sad-pablo-escobar-variation-,Sad Pablo Escobar Variation ,,CBB,Sticker,"meme",FALSE,SAD-PABLO-ESCOBAR-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Pablo_Escobar_Variation_/Sad_Pablo_Escobar_Variation_.webp
sad-pablo-escobar-variation-2-,Sad Pablo Escobar Variation 2 ,,CBB,Sticker,"meme",FALSE,SAD-PABLO-ESCOBAR-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Pablo_Escobar_Variation_2_/Sad_Pablo_Escobar_Variation_2_.webp
sad-pablo-escobar-variation-3-,Sad Pablo Escobar Variation 3 ,,CBB,Sticker,"meme",FALSE,SAD-PABLO-ESCOBAR-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sad_Pablo_Escobar_Variation_3_/Sad_Pablo_Escobar_Variation_3_.webp
salt-bae,Salt Bae,,CBB,Sticker,"meme",FALSE,SALT-BAE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Salt_Bae/Salt_Bae.webp
sarcastic-evil-kermit,Sarcastic Evil Kermit,,CBB,Sticker,"meme",FALSE,SARCASTIC-EVIL-KERMIT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sarcastic_Evil_Kermit/Sarcastic_Evil_Kermit.webp
sarcastic-fry,Sarcastic Fry,,CBB,Sticker,"meme",FALSE,SARCASTIC-FRY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sarcastic_Fry/Sarcastic_Fry.webp
sarcastic-roll-safe,Sarcastic Roll Safe,,CBB,Sticker,"meme",FALSE,SARCASTIC-ROLL-SAFE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sarcastic_Roll_Safe/Sarcastic_Roll_Safe.webp
satirical-mocking-spongebob,Satirical Mocking SpongeBob,,CBB,Sticker,"meme",FALSE,SATIRICAL-MOCKING-SPONGEBOB,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Satirical_Mocking_SpongeBob/Satirical_Mocking_SpongeBob.webp
say-that-again-i-dare-you,Say That Again I Dare You,,CBB,Sticker,"meme",FALSE,SAY-THAT-AGAIN-I-DARE-YOU,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Say_That_Again_I_Dare_You/Say_That_Again_I_Dare_You.webp
say-what-one-more-time,Say What One More Time,,CBB,Sticker,"meme",FALSE,SAY-WHAT-ONE-MORE-TIME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Say_What_One_More_Time/Say_What_One_More_Time.webp
science-memes,Science Memes,,CBB,Sticker,"meme",FALSE,SCIENCE-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Science_Memes/Science_Memes.webp
scumbag-stacy,Scumbag Stacy,,CBB,Sticker,"meme",FALSE,SCUMBAG-STACY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Stacy/Scumbag_Stacy.webp
scumbag-steve,Scumbag Steve,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve/Scumbag_Steve.webp
scumbag-steve-meme,Scumbag Steve Meme,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Meme/Scumbag_Steve_Meme.webp
scumbag-steve-rude-version-meme,Scumbag Steve Rude Version Meme,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-RUDE-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Rude_Version_Meme/Scumbag_Steve_Rude_Version_Meme.webp
scumbag-steve-selfish-version-meme,Scumbag Steve Selfish Version Meme,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-SELFISH-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Selfish_Version_Meme/Scumbag_Steve_Selfish_Version_Meme.webp
scumbag-steve-thief-version-meme,Scumbag Steve Thief Version Meme,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-THIEF-VERSION-MEME,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Thief_Version_Meme/Scumbag_Steve_Thief_Version_Meme.webp
scumbag-steve-variation-,Scumbag Steve Variation ,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-VARIATION-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Variation_/Scumbag_Steve_Variation_.webp
scumbag-steve-variation-2-,Scumbag Steve Variation 2 ,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-VARIATION-2-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Variation_2_/Scumbag_Steve_Variation_2_.webp
scumbag-steve-variation-3-,Scumbag Steve Variation 3 ,,CBB,Sticker,"meme",FALSE,SCUMBAG-STEVE-VARIATION-3-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Scumbag_Steve_Variation_3_/Scumbag_Steve_Variation_3_.webp
see-nobody-cares,See Nobody Cares,,CBB,Sticker,"meme",FALSE,SEE-NOBODY-CARES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/See_Nobody_Cares/See_Nobody_Cares.webp
sheltering-suburban-mom,Sheltering Suburban Mom,,CBB,Sticker,"meme",FALSE,SHELTERING-SUBURBAN-MOM,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sheltering_Suburban_Mom/Sheltering_Suburban_Mom.webp
sheltering-suburban-mom-new-format-,Sheltering Suburban Mom new format ,,CBB,Sticker,"meme",FALSE,SHELTERING-SUBURBAN-MOM-NEW-FORMAT-,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Sheltering_Suburban_Mom_new_format_/Sheltering_Suburban_Mom_new_format_.webp
shocked-surprised-pikachu,Shocked Surprised Pikachu,,CBB,Sticker,"meme",FALSE,SHOCKED-SURPRISED-PIKACHU,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Shocked_Surprised_Pikachu/Shocked_Surprised_Pikachu.webp
shrugging,Shrugging,,CBB,Sticker,"meme",FALSE,SHRUGGING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Shrugging/Shrugging.webp
side-eyeing-chloe,Side Eyeing Chloe,,CBB,Sticker,"meme",FALSE,SIDE-EYEING-CHLOE,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Side-Eyeing_Chloe/Side-Eyeing_Chloe.webp
skeptical-baby,Skeptical Baby,,CBB,Sticker,"meme",FALSE,SKEPTICAL-BABY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Skeptical_Baby/Skeptical_Baby.webp
skeptical-condescending-wonka,Skeptical Condescending Wonka,,CBB,Sticker,"meme",FALSE,SKEPTICAL-CONDESCENDING-WONKA,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Skeptical_Condescending_Wonka/Skeptical_Condescending_Wonka.webp
skeptical-fry,Skeptical Fry,,CBB,Sticker,"meme",FALSE,SKEPTICAL-FRY,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Skeptical_Fry/Skeptical_Fry.webp
skeptical-third-world-kid,Skeptical Third World Kid,,CBB,Sticker,"meme",FALSE,SKEPTICAL-THIRD-WORLD-KID,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Skeptical_Third_World_Kid/Skeptical_Third_World_Kid.webp
slow-clap,Slow Clap,,CBB,Sticker,"meme",FALSE,SLOW-CLAP,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Slow_Clap/Slow_Clap.webp
smiling-friends,Smiling Friends,,CBB,Sticker,"meme",FALSE,SMILING-FRIENDS,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Smiling_Friends/Smiling_Friends.webp
smirking-face-emoji,Smirking Face Emoji,,CBB,Sticker,"meme",FALSE,SMIRKING-FACE-EMOJI,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Smirking_Face_Emoji/Smirking_Face_Emoji.webp
smudge-the-cat,Smudge the Cat,,CBB,Sticker,"meme",FALSE,SMUDGE-THE-CAT,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Smudge_the_Cat/Smudge_the_Cat.webp
smug-frog,Smug Frog,,CBB,Sticker,"meme",FALSE,SMUG-FROG,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Smug_Frog/Smug_Frog.webp
so-i-guess-this-is-happening,So I Guess This is Happening,,CBB,Sticker,"meme",FALSE,SO-I-GUESS-THIS-IS-HAPPENING,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/So_I_Guess_This_is_Happening/So_I_Guess_This_is_Happening.webp
social-media-memes,Social Media Memes,,CBB,Sticker,"meme",FALSE,SOCIAL-MEDIA-MEMES,1.99,https://raw.githubusercontent.com/PreFrontalCorporate/icon/main/packages/stickers/Social_Media_Memes/Social_Media_Memes.webp
